Ano,País,Gini,TGSa,TIPCGa,TGSb,TIPCGb,Desemprego,Gastos,Pontos,IH10,IL10,pobreza,expobreza,ensbas,ensmed,gastos_pa_primaria,gastos_total,gastos_pa_secundaria,gastos_secundaria,iso2c.1,enssup
2016,Iceland,NA,20.9235102282834,17.8476134005337,NA,NA,2.9779999256134,19.39879,NA,NA,NA,NA,NA,NA,NA,16.73011,5.84025001525879,24.30857,40.05171,FI,NA
2017,Iceland,NA,29.2213229137594,25.5465624709275,12.27227,18.196671,2.74200010299683,NA,NA,4,22.8,0,0,NA,NA,16.3202,5.70930004119873,23.22704,38.78229,FI,NA
2000,Ireland,33,38.1529471807889,40.7005830726673,12.743631,13.426739,4.31799983978271,15.881,526.668649162393,3.2,25.8,0,0,84.2147979736328,70.0754928588867,NA,5.45160007476807,NA,NA,FR,70.0754928588867
2001,Ireland,NA,37.1190780129188,40.0327804844789,11.606097,12.276487,3.68300008773804,16.57645,NA,3.2,25.9,0.1,0.1,83.6858291625977,69.6656265258789,17.3647,NA,26.28009,NA,FR,69.6656265258789
2002,Ireland,NA,38.2382680628303,39.5028134278385,11.488648,11.167695,4.21500015258789,17.19065,NA,3.1,26.6,0.1,0.1,83.2034301757813,69.4374313354492,17.53958,NA,26.46082,NA,FR,69.4374313354492
2003,Ireland,32.9,38.2843875961053,40.2755323740481,11.73914,11.459959,4.47800016403198,18.51165,509.15869834217006,3.2,26.1,0,0,82.6331634521484,68.5302200317383,17.68894,NA,26.78417,NA,FR,68.5302200317383
2004,Ireland,33.6,38.539265242228,40.2843231723961,12.239246,11.917,4.49100017547607,20.12035,NA,3.2,26.4,0.1,0.1,81.5009994506836,66.3351593017578,17.71386,NA,26.72217,NA,FR,66.3351593017578
2005,Ireland,33.8,39.097634620472,38.6397015224907,12.696812,11.798797,4.34200000762939,20.64926,NA,3.1,26.9,0,0.1,80.487663269043,63.7497215270996,17.49746,NA,26.82868,NA,FR,63.7497215270996
2006,Ireland,32.7,38.7436400785225,39.3990625375586,13.168388,12.722416,4.41499996185303,21.55856,509.0379797598943,3.1,26.9,0,0,79.8137283325195,62.7715682983398,17.91099,NA,27.17835,NA,FR,62.7715682983398
2007,Ireland,31.9,37.8391665086788,38.749665246584,12.65692,12.434243,4.98000001907349,22.52579,NA,3,27.1,0.1,0.1,79.2146911621094,61.8969383239746,18.15487,NA,28.38317,NA,FR,61.8969383239746
2008,Ireland,30.9,35.9127225805761,37.0856082742485,11.537834,11.259128,6.77400016784668,26.759,NA,3,26.1,0.1,0,78.4392318725586,61.2569885253906,17.99072,NA,28.70418,NA,FR,61.2569885253906
2009,Ireland,32.7,33.0707235560283,36.5166650621263,10.267118,10.60776,12.6090002059937,28.67095,496.9198791778893,3.2,26.7,0,0,77.9449081420898,60.3495597839355,17.5281,NA,27.04691,NA,FR,60.3495597839355
2010,Ireland,32.3,32.7456668266433,35.9406956320964,10.261206,10.46108,14.5329999923706,27.67082,NA,3.3,26.2,0,0,76.9348297119141,59.4229507446289,17.83394,NA,26.61552,NA,FR,59.4229507446289
2011,Ireland,32.9,30.6667084854646,35.856544303634,9.862782,10.717408,15.3529996871948,27.56937,NA,3.4,23.5,0,0,NA,NA,17.2182,NA,27.19799,NA,FR,NA
2012,Ireland,33.2,30.4672431494345,37.2956142348,9.921097,11.199121,15.451000213623,25.84874,515.5582101852436,3.5,23.9,0,0,74.7016830444336,56.5906105041504,17.54639,NA,27.22036,NA,FR,56.5906105041504
2013,Ireland,33.5,31.1531523276854,36.6817690333394,10.106898,11.396171,13.7349996566772,23.72087,NA,3.4,24.5,0,0,74.1402282714844,55.6975784301758,17.95336,NA,29.29764,NA,FR,55.6975784301758
2014,Ireland,31.9,31.9011930727197,36.7118929880859,10.208912,11.457749,11.8570003509521,21.61642,NA,3.3,25.2,0.1,0.2,NA,NA,17.74476,NA,29.88208,NA,FR,NA
2015,Ireland,31.8,31.4559632082206,39.4352248374162,8.112648,9.935963,9.9060001373291,16.4223,509.0373180526014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR,NA
2016,Ireland,32.8,31.689510917868,39.9203110844591,8.22426,10.077659,8.37399959564209,15.94208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FR,NA
2017,Ireland,NA,31.9630196207383,40.6923290952421,7.968738,9.963966,6.71199989318848,NA,NA,3.3,24.4,0,0,NA,NA,17.52698,NA,28.40943,NA,FR,NA
2000,Mexico,52.6,62.1280007895191,34.1156152081123,7.516304,4.131479,2.56299996376038,NA,421.960630139902,NA,NA,NA,NA,99.7478179931641,77.1117324829102,NA,5.44209003448486,NA,NA,GB,77.1117324829102
2001,Mexico,NA,NA,NA,7.501763,4.312075,2.53800010681152,15.64125,NA,2.8,26.8,0.2,0.2,NA,NA,24.17334,5.42670011520386,21.18688,37.83738,GB,NA
2002,Mexico,50.1,NA,NA,7.041811,4.39164,3.00300002098084,13.42251,NA,2.9,25.4,0.2,0.1,NA,NA,24.97949,5.55615997314453,23.05669,41.03583,GB,NA
2003,Mexico,NA,NA,NA,NA,NA,3.45499992370605,14.97844,392.47013343003005,2.9,26.1,0.2,0.2,99.8598480224609,74.7063903808594,23.5778,5.59899997711182,22.87626,41.13215,GB,74.7063903808594
2004,Mexico,50,NA,NA,NA,NA,3.93700003623962,14.02877,NA,2.9,25.3,0.1,0.2,99.8322906494141,74.0022735595703,23.14708,5.5297999382019,22.60496,40.13864,GB,74.0022735595703
2005,Mexico,50.1,NA,NA,NA,NA,3.55800008773804,14.71323,NA,3.1,24.6,0.2,0.2,99.8083190917969,87.7356567382813,NA,NA,NA,NA,GB,87.7356567382813
2006,Mexico,48.9,NA,NA,NA,NA,3.56599998474121,13.83766,408.601015411383,2.9,25.3,0.3,0.4,99.8556365966797,86.0834426879883,24.67365,5.59523010253906,29.46259,41.5706,GB,86.0834426879883
2007,Mexico,NA,NA,NA,NA,NA,3.62800002098084,13.57756,NA,2.9,26.8,0.2,0.1,99.8078689575195,86.4258270263672,24.33356,5.70323991775513,31.19587,48.31804,GB,86.4258270263672
2008,Mexico,49.9,21.7907172987415,24.6660120294125,NA,NA,3.87400007247925,13.40078,NA,2.8,26.6,0.1,0.2,99.7685623168945,84.6721725463867,22.24086,5.07431983947754,28.43834,48.91957,GB,84.6721725463867
2009,Mexico,NA,24.6210074541522,27.4903433371839,NA,NA,5.35599994659424,15.38007,419.89435535640496,2.7,26.4,0.3,0.3,NA,NA,21.33528,4.89331007003784,26.49489,47.03944,GB,NA
2010,Mexico,47.2,25.5309652024863,28.2840104220086,NA,NA,5.30299997329712,15.24485,NA,2.6,28,0.3,0.3,NA,NA,20.91308,4.91482019424438,25.57833,45.10862,GB,NA
2011,Mexico,NA,23.0299762226828,27.8520309847628,NA,NA,5.17000007629395,15.30209,NA,2.7,26.7,0.2,0.2,NA,NA,19.733,4.98531007766724,24.47537,43.31438,GB,NA
2012,Mexico,48.7,22.9847172833067,27.0774579907313,NA,NA,4.88700008392334,15.32661,417.2517921170143,2.6,26.1,0.5,0.5,NA,NA,17.01127,4.93913984298706,23.47328,45.38878,GB,NA
2013,Mexico,NA,21.4096410470941,31.2724165722652,NA,NA,4.91400003433228,15.53822,NA,2.5,27.8,0.3,0.4,NA,NA,15.87519,4.7387900352478,23.79821,47.88209,GB,NA
2014,Mexico,48.7,25.4097865558331,30.5145999517275,NA,NA,4.80900001525879,15.39478,NA,NA,NA,NA,NA,NA,NA,16.29736,4.80466985702515,25.01142,48.27423,GB,NA
2015,Mexico,NA,30.1688863872617,34.7222831247457,NA,NA,4.31300020217896,15.20393,415.66994658956537,NA,NA,NA,NA,NA,NA,14.41264,4.63886976242065,23.63757,47.14807,GB,NA
2016,Mexico,46.3,30.3955333763944,35.7061875408665,NA,NA,3.85899996757507,14.42638,NA,NA,NA,NA,NA,NA,NA,13.26629,4.11922979354858,21.94317,48.3563,GB,NA
2017,Mexico,NA,27.2451029390959,35.7564754229319,NA,NA,3.42000007629395,NA,NA,NA,NA,NA,NA,NA,NA,12.72822,4.03118991851807,21.87505,48.7333,GB,NA
2000,Norway,27.4,27.5209294856129,27.7841627158408,13.54051,18.886921,3.45799994468689,NA,505.280988572437,NA,NA,NA,NA,86.1611022949219,70.7767715454102,NA,3.50686001777649,NA,NA,IE,70.7767715454102
2001,Norway,NA,27.8046898385002,27.3416925489291,13.316588,18.999482,3.73799991607666,NA,NA,3.1,25.9,0.2,0.1,NA,NA,11.84396,3.71972990036011,15.94208,35.5457,IE,NA
2002,Norway,NA,27.9121248060312,29.142606803954,13.414093,18.52767,4.02199983596802,29.99078,NA,3.1,25.4,0.3,0.3,NA,NA,11.83086,3.75829005241394,16.4223,33.29748,IE,NA
2003,Norway,27.6,27.6830304356171,27.7874486129696,13.025358,18.247665,4.22100019454956,31.71205,497.462812075516,3.1,24.9,0.4,0.4,NA,NA,15.34303,4.88139009475708,21.61642,33.3463,IE,NA
2004,Norway,31.6,26.3666441665609,30.8025657238371,12.75553,19.64893,4.25600004196167,29.40803,NA,2.8,26.1,0.6,0.7,NA,NA,16.66697,5.33460998535156,23.72087,33.47738,IE,NA
2005,Norway,30.6,24.7247610972909,32.8817707217238,12.204692,20.922853,4.38100004196167,28.10482,NA,3,25.9,0.3,0.2,NA,NA,18.54038,5.7657299041748,25.84874,33.42676,IE,NA
2006,Norway,26.4,23.4140592179297,32.8695303083997,12.072125,21.4017,3.3989999294281,25.36861,486.8889578903777,2.8,25.5,0.5,0.5,83.4697036743164,66.3703002929688,18.73773,5.85826015472412,27.56937,34.01528,IE,66.3703002929688
2007,Norway,27.1,24.233969863521,31.0919929422845,12.401883,20.185068,2.49300003051758,25.6322,NA,2.8,24.9,0.5,0.5,81.0681991577148,66.5854721069336,19.21821,6.03804016113281,27.67082,33.81313,IE,66.5854721069336
2008,Norway,27,21.2797763788152,32.5670796216516,11.066318,20.871975,2.54999995231628,24.61355,NA,3,25.6,0.4,0.4,NA,NA,19.94379,6.13508987426758,28.67095,33.64717,IE,NA
2009,Norway,26.2,24.5475081839142,29.1016360914939,11.860028,18.882774,3.1029999256134,28.30466,500.35380440486534,3.3,24.6,0.2,0.2,NA,NA,18.04957,5.4441499710083,26.759,34.85668,IE,NA
2010,Norway,25.7,24.930808621348,31.2060680736875,11.944451,19.741763,3.52099990844727,26.76168,NA,3.3,25.5,0.1,0.1,77.0306167602539,60.5434913635254,15.27455,4.71224021911621,22.52579,34.34091,IE,60.5434913635254
2011,Norway,25.3,23.1578523853241,32.7634500239575,11.517941,20.457693,3.21499991416931,25.75067,NA,3.1,25.6,0.2,0.4,NA,NA,14.25449,4.54550981521606,21.55856,34.78984,IE,NA
2012,Norway,25.7,22.850716012595,31.9477176492743,11.30558,20.023819,3.12299990653992,NA,495.94456387955034,3.1,26.9,0,0,NA,NA,13.93964,4.52216005325317,20.64926,34.83331,IE,NA
2013,Norway,26.4,24.0711064499213,29.1813319349764,11.373985,18.146691,3.42300009727478,24.491,NA,3,26.6,0,0,NA,NA,13.58711,4.48629999160767,20.12035,35.3211,IE,NA
2014,Norway,26.8,24.6436120507436,25.7017244411342,11.543033,16.458467,3.48399996757507,24.28563,NA,3.1,25.9,0.1,0.1,NA,NA,12.83365,4.2055401802063,18.51165,35.31279,IE,NA
2015,Norway,27.5,25.9500455762848,22.2491104705795,12.057105,15.092556,4.2960000038147,26.35316,504.46736562268205,NA,NA,NA,NA,NA,NA,11.77405,4.10604000091553,17.19065,34.39712,IE,NA
2016,Norway,28.5,27.3868181369412,20.7257816489794,12.558202,13.945372,4.67899990081787,26.78578,NA,NA,NA,NA,NA,NA,NA,11.39069,4.09186983108521,16.57645,34.41245,IE,NA
2017,Norway,27,26.8635624061373,21.8905535618864,NA,NA,4.16200017929077,NA,NA,3.1,26.1,0.1,0.2,NA,NA,10.79667,4.1366400718689,15.881,34.12631,IE,NA
2000,OECD members,NA,31.9135383709801,25.3899160639942,NA,NA,6.77579628889121,22.833,493.490986990239,NA,NA,NA,NA,NA,NA,NA,7.65821981430054,NA,NA,IS,NA
2001,OECD members,NA,31.6916193456187,25.9036714346914,NA,NA,6.62393802881131,24.01232,NA,NA,NA,NA,NA,NA,NA,22.10298,7.49521017074585,19.39879,27.26717,IS,NA
2002,OECD members,NA,32.4646594349165,24.5715429453705,NA,NA,7.17971631108486,23.84481,NA,3.9,22.5,0,0,NA,NA,22.79978,7.51290988922119,20.35202,28.12977,IS,NA
2003,OECD members,NA,32.5794864161771,24.6721607476837,NA,NA,7.29938405811938,24.331795,496.7747455613335,3.8,23.5,0,0,NA,NA,24.10316,7.68858003616333,19.35348,27.6617,IS,NA
2004,OECD members,NA,32.3993465087696,27.1020171871486,NA,NA,7.18875069224347,23.134615,NA,4.1,21.3,0.1,0,NA,NA,23.30171,7.49121999740601,18.11362,27.94207,IS,NA
2005,OECD members,NA,32.0794547271626,27.2447860846001,NA,NA,6.82933887828046,22.88599,NA,3.8,22.1,0,0,NA,NA,23.35429,7.596360206604,17.84044,28.00106,IS,NA
2006,OECD members,NA,31.6041964935339,28.0789732614872,NA,NA,6.26573412012969,23.173515,490.188710385432,3.7,22.1,0.1,0.1,NA,NA,24.88264,6.81823015213013,19.60857,31.74802,IS,NA
2007,OECD members,NA,31.7312271662314,27.6627200450094,NA,NA,5.81428013834616,22.838415,NA,3.9,22,0.1,0.1,NA,NA,24.3018,6.97847986221313,19.40782,31.15039,IS,NA
2008,OECD members,NA,31.3666996429467,25.9223024611476,NA,NA,6.13766646041409,25.311355,NA,3.7,24,0.1,0.1,NA,NA,24.98791,7.18424987792969,20.85266,31.9646,IS,NA
2009,OECD members,NA,30.2369317909434,26.0059887127633,NA,NA,8.2811206303326,27.26857,493.2616455638187,3.6,27.1,0.1,0.1,NA,NA,25.15501,7.10258007049561,20.51894,31.9235,IS,NA
2010,OECD members,NA,31.6845890338035,26.2185435655371,NA,NA,8.43165271293853,26.170275,NA,3.7,24.8,0,0.1,NA,NA,24.8153,6.98871994018555,20.5995,32.57589,IS,NA
2011,OECD members,NA,31.5103495098235,25.1127084648435,NA,NA,8.03040513466778,25.75067,NA,3.6,25.4,0.1,0.1,NA,NA,25.25052,7.29924011230469,21.98723,33.6148,IS,NA
2012,OECD members,NA,31.3585784873059,24.4919520890294,NA,NA,8.0071056958929,22.90658,493.93949960637565,3.7,24.4,0,0,95.8437881469727,60.7412605285645,24.83495,7.35609006881714,22.04173,33.64924,IS,60.7412605285645
2013,OECD members,NA,31.4407662118039,25.8634230844851,NA,NA,7.92613262296746,23.18698,NA,3.8,23.7,0.1,0.2,NA,NA,23.44304,7.15629005432129,22.10474,34.58216,IS,NA
2014,OECD members,NA,31.8382423290214,25.2363972109435,NA,NA,7.40657013917716,22.973355,NA,3.8,22.6,0,0,NA,NA,23.27294,7.25477981567383,20.97958,34.5466,IS,NA
2015,OECD members,NA,31.4949501526165,25.4882244795251,NA,NA,6.83155594315059,22.54295,489.32328754395763,NA,NA,NA,NA,NA,NA,24.21531,7.31757020950317,21.49706,34.21395,IS,NA
2016,OECD members,NA,32.0580197175345,25.2832517565568,NA,NA,6.41827392873693,22.30415,NA,NA,NA,NA,NA,NA,NA,20.81703,6.73002004623413,20.72114,34.77509,IS,NA
2017,OECD members,NA,32.1314483405493,25.6661994322907,NA,NA,5.88688285722558,NA,NA,NA,NA,NA,NA,NA,NA,21.45009,6.4471697807312,18.31782,32.46631,IS,NA
2000,Portugal,NA,31.9420931514763,24.5085750852687,13.175469,9.100224,3.80900001525879,27.45393,470.154622154989,NA,NA,NA,NA,61.171070098877,34.1090507507324,NA,4.52281999588013,NA,NA,MX,34.1090507507324
2001,Portugal,NA,32.3892265566791,23.4989848773387,13.186954,8.650146,3.82800006866455,28.86026,NA,1.9,36.9,2.2,2.2,59.7126693725586,33.2946891784668,13.78185,4.90949010848999,14.42638,32.94466,MX,33.2946891784668
2002,Portugal,NA,32.4646594349165,22.2389491750308,13.644545,8.483302,4.49700021743774,28.96929,NA,NA,NA,NA,NA,59.538761138916,33.3462181091309,14.4207,5.23523998260498,15.20393,32.31004,MX,33.3462181091309
2003,Portugal,38.7,32.8106958921155,20.1728709529751,14.124498000000001,7.950655,6.13199996948242,29.5211,471.7926700784165,1.7,39.5,3.7,3.7,57.4869689941406,31.7997303009033,14.25357,5.2606201171875,15.39478,31.9821,MX,31.7997303009033
2004,Portugal,38.9,32.3993465087696,20.6774731892499,13.401162,7.840093,6.31699991226196,32.70983,NA,NA,NA,NA,NA,56.5583801269531,31.6299304962158,14.2666,4.69605016708374,15.53822,35.20388,MX,31.6299304962158
2005,Portugal,38.5,33.7686722470318,20.1100368052836,14.101027,7.708984,7.58199977874756,32.41884,NA,1.6,38.9,3.7,3.8,58.0119209289551,33.7975082397461,13.90573,5.10309982299805,15.32661,31.36863,MX,33.7975082397461
2006,Portugal,38.1,34.0918887134752,20.7902877157241,14.376987,7.975571,7.64699983596802,31.53999,470.9237266332927,NA,NA,NA,NA,NA,NA,14.04204,5.10564994812012,15.30209,30.66226,MX,NA
2007,Portugal,36.8,32.7181759334578,22.4176456909599,13.957416,8.800967,7.96400022506714,30.14913,NA,1.6,37.1,4.3,4.5,53.0869216918945,29.2044105529785,14.20939,5.15922021865845,15.24485,30.25379,MX,29.2044105529785
2008,Portugal,36.6,31.7490856103031,22.7570667450303,13.465903,8.927757,7.55200004577637,30.21151,NA,NA,NA,NA,NA,54.364559173584,31.350269317627,14.21869,5.18794012069702,15.38007,30.24801,MX,31.350269317627
2009,Portugal,34.9,29.1772455611847,21.6440190711927,12.056359,8.276245,9.43200016021729,37.1795,489.7243990235136,1.4,39.1,4.9,5.4,52.8056488037109,30.3455104827881,13.52084,4.82006978988647,13.40078,28.71158,MX,30.3455104827881
2010,Portugal,35.8,31.4932875845455,21.2566238508835,12.690854,8.136324,10.7700004577637,34.8872,NA,NA,NA,NA,NA,51.8123016357422,30.2054595947266,13.38607,4.69050979614258,13.57756,29.49101,MX,30.2054595947266
2011,Portugal,36.3,31.466047405122,22.9585429361237,13.291359,9.098088,12.6770000457764,32.56221,NA,1.6,38.9,4,4.2,51.797191619873,30.2607498168945,13.44618,4.69992017745972,13.83766,29.79115,MX,30.2607498168945
2012,Portugal,36,31.4882010640358,21.2521167903796,13.303208,8.712705,15.5270004272461,27.56725,488.0318671425703,1.4,39.6,5.7,6.6,47.6764907836914,25.8786392211914,13.65558,4.84568977355957,14.71323,30.26007,MX,25.8786392211914
2013,Portugal,36.2,29.231986921251,25.898865599625,13.041143,10.961589,16.1830005645752,30.61593,NA,1.5,39.6,5.4,6,47.9557304382324,22.4114398956299,13.36951,4.72670984268188,14.02877,29.5445,MX,22.4114398956299
2014,Portugal,35.6,30.4191504479247,25.2363972109435,13.470279,10.542775,13.8940000534058,29.07866,NA,NA,NA,NA,NA,NA,NA,13.82544,5.07257986068726,14.97844,29.18475,MX,NA
2015,Portugal,35.5,31.6168274278909,25.2793192746128,13.68352,10.423194,12.4440002441406,27.69333,496.95197857380396,1.5,39.6,6.3,6.6,NA,NA,11.95263,4.45495986938477,13.42251,28.72046,MX,NA
2016,Portugal,35.2,32.5550027867587,24.0896978304274,13.966173,9.814991,11.0659999847412,NA,NA,NA,NA,NA,NA,NA,NA,11.37896,4.24104022979736,15.64125,34.4072,MX,NA
2017,Portugal,33.8,33.0433243689928,24.0191056582023,14.238148,9.709756,8.86699962615967,NA,NA,1.3,42,7.7,9,40.4004783630371,18.5773105621338,10.79037,3.99243998527527,NA,NA,MX,18.5773105621338
2000,Spain,34.3,41.181164560227,41.1247420686097,10.878466,9.406086,13.7849998474121,22.833,492.552969076338,3.3,21.6,0.2,0.3,99.2403411865234,78.2241363525391,NA,7.91198015213013,NA,NA,NO,78.2241363525391
2001,Spain,NA,40.2706012365222,41.1606582838028,10.51531,9.261588,10.3479995727539,22.10772,NA,3.2,23.1,0.2,0.3,99.2340087890625,77.8364028930664,21.70425,8.03055000305176,26.78578,28.57616,NO,77.8364028930664
2002,Spain,NA,40.8627633325584,41.9832157133322,10.469132,9.759794,11.1459999084473,22.83037,NA,3.5,22.3,0.1,0.1,99.2287826538086,77.4857177734375,21.50107,7.5693302154541,26.35316,29.36497,NO,77.4857177734375
2003,Spain,31.8,43.0350738070468,40.509847002248,10.798609,9.253025,11.2829999923706,23.18286,482.8230236003115,3.5,21.6,0.1,0.1,99.2095336914063,77.0060577392578,19.93082,7.69504022598267,24.28563,26.97505,NO,77.0060577392578
2004,Spain,33.3,43.5911891434784,40.8784010523631,11.239403,9.706319,11.0900001525879,23.213,NA,3.7,21.3,0.1,0.1,NA,NA,19.93863,7.48535013198853,24.491,28.54648,NO,NA
2005,Spain,32.4,42.9241660667147,43.1749460043197,11.638012,10.301717,9.14599990844727,22.88599,NA,3.7,20.9,0.1,0.1,NA,NA,19.2561,7.37470006942749,NA,NA,NO,NA
2006,Spain,33.5,41.3175113433693,44.9831679035502,11.644409,11.032938,8.45199966430664,23.46748,476.40404725428306,3.8,20.5,0.1,0.1,99.5988998413086,75.9920196533203,19.57995,6.4545202255249,25.75067,35.23849,NO,75.9920196533203
2007,Spain,34.1,37.835698756626,48.4397977379876,10.895295,12.146107,8.23200035095215,23.70022,NA,3.7,21,0.1,0.2,99.7040786743164,75.414192199707,20.7242,6.74633979797363,26.76168,35.33097,NO,75.414192199707
2008,Spain,34.2,39.6941128396719,43.2275765447594,8.989218,9.790608,11.253999710083,25.37782,NA,3.7,21.3,0.1,0.1,99.7030029296875,74.8919067382813,20.91804,7.10337018966675,28.30466,35.12201,NO,74.8919067382813
2009,Spain,34.9,38.6424561226038,40.3224058324964,7.653935,8.860698,17.8570003509521,27.61234,484.26336546552506,3.5,21.8,0.2,0.2,99.7247924804688,74.9272384643555,17.57616,6.2852201461792,24.61355,34.81273,NO,74.9272384643555
2010,Spain,35.2,42.6688240612954,36.4571931661352,9.221789,8.772527,19.8600006103516,26.05485,NA,3.6,22.2,0.1,0.1,99.813102722168,73.6483612060547,17.85465,6.53439998626709,25.6322,34.97291,NO,73.6483612060547
2011,Spain,35.7,39.9616947780634,32.0173513535082,8.88569,8.995897,21.3899993896484,25.89151,NA,3.5,21.1,0.1,0.1,99.8086318969727,73.2487030029297,17.75926,6.3827600479126,25.36861,35.14526,NO,73.2487030029297
2012,Spain,35.4,39.5733056519245,26.6211380337094,9.326474,9.62358,24.7870006561279,21.01442,489.5681011290203,3.5,26.3,0.2,0.2,99.8262786865234,71.2688980102539,18.49543,6.86506986618042,28.10482,35.66889,NO,71.2688980102539
2013,Spain,36.2,43.5326850530461,32.8769926874869,10.056352,9.618525,26.0939998626709,18.50276,NA,3.5,27.1,0.3,0.3,99.821891784668,80.6914978027344,19.58362,7.2982702255249,29.40803,35.09394,NO,80.6914978027344
2014,Spain,36.1,44.3744369610913,33.4091201578654,10.373081000000001,9.635539,24.4409999847412,18.22419,NA,3.8,23.4,0.2,0.2,NA,NA,20.84973,7.41635990142822,31.71205,36.04755,NO,NA
2015,Spain,36.2,46.4035649398989,32.6695923328804,10.631245,9.52089,22.056999206543,18.49989,491.401929581881,NA,NA,NA,NA,NA,NA,20.02783,7.43729019165039,29.99078,33.12719,NO,NA
2016,Spain,35.8,47.5129249981573,32.7905360583757,10.423408,9.341199,19.6350002288818,18.88163,NA,NA,NA,NA,NA,NA,NA,NA,6.83062982559204,NA,NA,NO,NA
2017,Spain,34.7,48.3214044010582,33.1996882754661,10.483853,9.647392,17.2240009307861,NA,NA,4,23.2,0.2,0.2,NA,NA,NA,6.46726989746094,NA,NA,NO,NA
2000,Sweden,27.2,32.1218423372302,17.3979340499459,12.360805,19.940324,5.46600008010864,24.42232,516.331185782007,NA,NA,NA,NA,NA,NA,NA,4.99449515342712,NA,NA,OE,NA
2001,Sweden,NA,34.753253685701,12.9852255300669,12.303661,17.640922,4.73000001907349,24.13673,NA,NA,NA,NA,NA,NA,NA,20.279965,5.00711011886597,22.30415,35.5457,OE,NA
2002,Sweden,NA,37.3400574204692,10.0477733682246,12.403253,16.050243,4.96500015258789,24.33024,NA,NA,NA,NA,NA,NA,NA,19.878015,5.10685014724731,22.54295,35.488555,OE,NA
2003,Sweden,25.3,37.3650351879959,10.7142659453044,12.405631,16.651109,5.55499982833862,24.34073,511.65693086494747,NA,NA,NA,NA,NA,NA,19.93082,5.14438509941101,22.973355,37.47731,OE,NA
2004,Sweden,26.1,36.7649132703427,12.9568277635935,12.222578,17.354203,6.69299983978271,31.60848,NA,NA,NA,NA,NA,NA,NA,20.71923,5.13511013984681,23.18698,35.20388,OE,NA
2005,Sweden,26.8,35.872625971911,15.5937183600574,12.450342,18.194814,7.48600006103516,30.73941,NA,NA,NA,NA,NA,NA,NA,19.70147,4.99497509002686,22.90658,37.64103,OE,NA
2006,Sweden,26.4,36.0667261420101,17.2271074024546,12.319029,18.0865,7.06599998474121,29.90281,504.33442810142765,NA,NA,NA,NA,NA,NA,20.76488,5.11449003219604,25.75067,36.510805,OE,NA
2007,Sweden,27.1,35.470334236255,17.7385735562092,12.251907,17.379623,6.16099977493286,29.01087,NA,NA,NA,NA,NA,NA,NA,21.89051,5.39120984077454,26.170275,38.39372,OE,NA
2008,Sweden,28.1,37.0710297350576,13.9781949791342,12.480558,15.899549,6.2350001335144,29.16087,NA,NA,NA,NA,NA,NA,NA,20.91804,5.43156003952026,27.26857,40.246085,OE,NA
2009,Sweden,27.3,38.8114291608828,13.034369116971,12.987775,15.50335,8.35099983215332,31.16577,495.59783207575333,NA,NA,NA,NA,NA,NA,18.63799,4.9334499835968,25.311355,40.998635,OE,NA
2010,Sweden,27.7,38.9173000688553,14.8394099833544,12.945282,15.316196,8.60999965667725,30.18899,NA,NA,NA,NA,NA,NA,NA,19.04052,4.71224021911621,22.838415,39.232,OE,NA
2011,Sweden,27.6,38.4520683534156,14.1149476060762,12.598645,14.775633,7.80399990081787,31.04577,NA,NA,NA,NA,NA,NA,NA,19.01719,4.86410999298096,23.173515,39.9864,OE,NA
2012,Sweden,27.6,38.7036710535639,12.4322151057123,12.542869,14.486925,7.97599983215332,24.67428,482.13153604390135,NA,NA,NA,NA,NA,NA,18.49543,4.93913984298706,22.88599,39.45084,OE,NA
2013,Sweden,28.8,38.3099882131013,12.8976272948947,12.486352,14.812787,8.05200004577637,24.79329,NA,NA,NA,NA,NA,NA,NA,18.71725,4.96186494827271,23.134615,39.73975,OE,NA
2014,Sweden,28.4,38.3145410195141,14.0804678166069,12.325806,14.858666,7.95300006866455,24.47355,NA,NA,NA,NA,NA,NA,NA,19.15594,5.09151005744934,24.331795,40.97177,OE,NA
2015,Sweden,29.2,37.7258675225769,15.8702808813678,12.38974,15.465271,7.43200016021729,23.58743,495.83202831774565,NA,NA,NA,NA,NA,NA,20.02783,5.17923021316528,23.84481,40.007545,OE,NA
2016,Sweden,29.6,37.7770355878579,15.7038760385174,12.70496,15.936802,6.98999977111816,23.75742,NA,NA,NA,NA,NA,NA,NA,19.51486,4.96468496322632,24.01232,40.613575,OE,NA
2017,Sweden,28.8,37.5391848522511,16.2172913322271,12.630862,15.844267,6.71799993515015,NA,NA,NA,NA,NA,NA,NA,NA,17.37696,4.78140020370483,22.833,40.47556,OE,NA
2000,Switzerland,33.4,33.487933812623,19.8673735543076,6.737774,12.14292,2.66599988937378,24.66126,494.371618875125,2.7,26.7,0.3,0.4,55.180721282959,37.6235198974609,NA,5.0156102180481,NA,NA,PT,37.6235198974609
2001,Switzerland,NA,34.5853659349778,15.8677872475614,6.645185,11.424169,2.49000000953674,25.29121,NA,2.4,27.6,0.3,0.4,54.1912498474121,36.7709617614746,NA,NA,NA,NA,PT,36.7709617614746
